Store,Date,Year,product_category,product_type,period,amount
3,2020-02-02T00:00:00Z,2020,14-314,XYYF,Q1,4615.67
3,2020-02-02T00:00:00Z,2020,14-314,XYYF,Q2,5336.32
3,2020-02-02T00:00:00Z,2020,14-314,XYYF,Q3,5136.54
3,2020-02-02T00:00:00Z,2020,14-314,XYYF,Q4,5550.58
22,2020-02-02T00:00:00Z,2020,34-2234,XXRP,Q1,21563
22,2020-02-02T00:00:00Z,2020,34-2234,XXRP,Q2,18936
22,2020-02-02T00:00:00Z,2020,34-2234,XXRP,Q3,20821
22,2020-02-02T00:00:00Z,2020,34-2234,XXRP,Q4,20627.26
27,2020-02-02T00:00:00Z,2020,28-2728,XXRP,Q1,1176.13
27,2020-02-02T00:00:00Z,2020,28-2728,XXRP,Q2,919.07
27,2020-02-02T00:00:00Z,2020,28-2728,XXRP,Q3,1421.74
27,2020-02-02T00:00:00Z,2020,28-2728,XXRP,Q4,840.63
2,2020-02-03T00:00:00Z,2020,42-242,XXRP,Q1,8438.99
2,2020-02-03T00:00:00Z,2020,42-242,XXRP,Q2,6920.1
2,2020-02-03T00:00:00Z,2020,42-242,XXRP,Q3,8394.74
2,2020-02-03T00:00:00Z,2020,42-242,XXRP,Q4,8733.53
20,2020-02-03T00:00:00Z,2020,33-2033,XXRP,Q1,12349.27
20,2020-02-03T00:00:00Z,2020,33-2033,XXRP,Q2,7281.03
20,2020-02-03T00:00:00Z,2020,33-2033,XXRP,Q3,8815.45
20,2020-02-03T00:00:00Z,2020,33-2033,XXRP,Q4,8626.3
11,2020-02-05T00:00:00Z,2020,16-1116,XYYF,Q1,5893.96
11,2020-02-05T00:00:00Z,2020,16-1116,XYYF,Q2,6932.63
11,2020-02-05T00:00:00Z,2020,16-1116,XYYF,Q3,9788.73
11,2020-02-05T00:00:00Z,2020,16-1116,XYYF,Q4,12764.1
26,2020-02-08T00:00:00Z,2020,21-2621,XYYF,Q1,5776.92
26,2020-02-08T00:00:00Z,2020,21-2621,XYYF,Q2,6419.7
26,2020-02-08T00:00:00Z,2020,21-2621,XYYF,Q3,6339.24
26,2020-02-08T00:00:00Z,2020,21-2621,XYYF,Q4,5963.11
20,2020-02-09T00:00:00Z,2020,50-2050,XXRP,Q1,3720
20,2020-02-09T00:00:00Z,2020,50-2050,XXRP,Q2,2110
20,2020-02-09T00:00:00Z,2020,50-2050,XXRP,Q3,4995
20,2020-02-09T00:00:00Z,2020,50-2050,XXRP,Q4,3850
20,2020-02-10T00:00:00Z,2020,7-207,XYYF,Q1,33042.19
20,2020-02-10T00:00:00Z,2020,7-207,XYYF,Q2,33130.25
20,2020-02-10T00:00:00Z,2020,7-207,XYYF,Q3,36627.36
20,2020-02-10T00:00:00Z,2020,7-207,XYYF,Q4,26483.03
8,2020-02-11T00:00:00Z,2020,49-849,XXRP,Q1,4222.67
8,2020-02-11T00:00:00Z,2020,49-849,XXRP,Q2,4360.23
8,2020-02-11T00:00:00Z,2020,49-849,XXRP,Q3,5422.56
8,2020-02-11T00:00:00Z,2020,49-849,XXRP,Q4,3839.54
29,2020-02-11T00:00:00Z,2020,47-2947,XXRP,Q1,0
29,2020-02-11T00:00:00Z,2020,47-2947,XXRP,Q2,0
29,2020-02-11T00:00:00Z,2020,47-2947,XXRP,Q3,298
29,2020-02-11T00:00:00Z,2020,47-2947,XXRP,Q4,27
34,2020-02-11T00:00:00Z,2020,8-348,XYYF,Q1,29764.29
34,2020-02-11T00:00:00Z,2020,8-348,XYYF,Q2,28913.68
34,2020-02-11T00:00:00Z,2020,8-348,XYYF,Q3,27614.94
34,2020-02-11T00:00:00Z,2020,8-348,XYYF,Q4,30607.59
37,2020-02-12T00:00:00Z,2020,45-3795,XXRP,Q1,50910.65
37,2020-02-12T00:00:00Z,2020,45-3795,XXRP,Q2,51779.92
37,2020-02-12T00:00:00Z,2020,45-3795,XXRP,Q3,47701.8
37,2020-02-12T00:00:00Z,2020,45-3795,XXRP,Q4,49070.65
26,2020-02-13T00:00:00Z,2020,24-2624,XYYF,Q1,2303.75
26,2020-02-13T00:00:00Z,2020,24-2624,XYYF,Q2,2149
26,2020-02-13T00:00:00Z,2020,24-2624,XYYF,Q3,2681.99
26,2020-02-13T00:00:00Z,2020,24-2624,XYYF,Q4,2267.75
10,2020-02-14T00:00:00Z,2020,25-1025,XYYF,Q1,20779.5
10,2020-02-14T00:00:00Z,2020,25-1025,XYYF,Q2,21784.5
10,2020-02-14T00:00:00Z,2020,25-1025,XYYF,Q3,21625.2
10,2020-02-14T00:00:00Z,2020,25-1025,XYYF,Q4,22930.25
18,2020-02-14T00:00:00Z,2020,6-186,XYYF,Q1,5883.54
18,2020-02-14T00:00:00Z,2020,6-186,XYYF,Q2,6760.67
18,2020-02-14T00:00:00Z,2020,6-186,XYYF,Q3,7202.56
18,2020-02-14T00:00:00Z,2020,6-186,XYYF,Q4,6782.27
15,2020-02-17T00:00:00Z,2020,22-1522,XYYF,Q1,9090.49
15,2020-02-17T00:00:00Z,2020,22-1522,XYYF,Q2,13148.69
15,2020-02-17T00:00:00Z,2020,22-1522,XYYF,Q3,13258.9
15,2020-02-17T00:00:00Z,2020,22-1522,XYYF,Q4,11887.97
29,2020-02-18T00:00:00Z,2020,12-2912,XYYF,Q1,2293.66
29,2020-02-18T00:00:00Z,2020,12-2912,XYYF,Q2,1741.04
29,2020-02-18T00:00:00Z,2020,12-2912,XYYF,Q3,2454.18
29,2020-02-18T00:00:00Z,2020,12-2912,XYYF,Q4,2433.49
1,2020-02-20T00:00:00Z,2020,30-130,XXRP,Q1,5491
1,2020-02-20T00:00:00Z,2020,30-130,XXRP,Q2,5328.5
1,2020-02-20T00:00:00Z,2020,30-130,XXRP,Q3,5735
1,2020-02-20T00:00:00Z,2020,30-130,XXRP,Q4,3614.48
6,2020-02-22T00:00:00Z,2020,19-619,XYYF,Q1,3707.61
6,2020-02-22T00:00:00Z,2020,19-619,XYYF,Q2,2692.71
6,2020-02-22T00:00:00Z,2020,19-619,XYYF,Q3,2858.04
6,2020-02-22T00:00:00Z,2020,19-619,XYYF,Q4,2708.9
10,2020-02-23T00:00:00Z,2020,29-1029,XXRP,Q1,18239.02
10,2020-02-23T00:00:00Z,2020,29-1029,XXRP,Q2,18845.99
10,2020-02-23T00:00:00Z,2020,29-1029,XXRP,Q3,21234.34
10,2020-02-23T00:00:00Z,2020,29-1029,XXRP,Q4,15933.49
19,2020-02-23T00:00:00Z,2020,11-1911,XYYF,Q1,21710.43
19,2020-02-23T00:00:00Z,2020,11-1911,XYYF,Q2,20363.58
19,2020-02-23T00:00:00Z,2020,11-1911,XYYF,Q3,20931.45
19,2020-02-23T00:00:00Z,2020,11-1911,XYYF,Q4,21748.37
1,2020-02-24T00:00:00Z,2020,35-135,XXRP,Q1,2770
1,2020-02-24T00:00:00Z,2020,35-135,XXRP,Q2,2420
1,2020-02-24T00:00:00Z,2020,35-135,XXRP,Q3,2176
1,2020-02-24T00:00:00Z,2020,35-135,XXRP,Q4,2029.9
13,2020-02-24T00:00:00Z,2020,31-1331,XXRP,Q1,2640.46
13,2020-02-24T00:00:00Z,2020,31-1331,XXRP,Q2,2320.96
13,2020-02-24T00:00:00Z,2020,31-1331,XXRP,Q3,2494.42
13,2020-02-24T00:00:00Z,2020,31-1331,XXRP,Q4,2298.3
17,2020-02-24T00:00:00Z,2020,40-1740,XXRP,Q1,47359.32
17,2020-02-24T00:00:00Z,2020,40-1740,XXRP,Q2,45612.83
17,2020-02-24T00:00:00Z,2020,40-1740,XXRP,Q3,46422.08
17,2020-02-24T00:00:00Z,2020,40-1740,XXRP,Q4,48167.29
24,2020-02-25T00:00:00Z,2020,2-242,XYYF,Q1,39205.74
24,2020-02-25T00:00:00Z,2020,2-242,XYYF,Q2,37587.33
24,2020-02-25T00:00:00Z,2020,2-242,XYYF,Q3,38700.31
24,2020-02-25T00:00:00Z,2020,2-242,XYYF,Q4,32594.13
28,2020-02-26T00:00:00Z,2020,11-2811,XYYF,Q1,17063.08
28,2020-02-26T00:00:00Z,2020,11-2811,XYYF,Q2,15210.2
28,2020-02-26T00:00:00Z,2020,11-2811,XYYF,Q3,14904.26
28,2020-02-26T00:00:00Z,2020,11-2811,XYYF,Q4,18018.31
9,2020-02-27T00:00:00Z,2020,49-949,XXRP,Q1,-15
9,2020-02-27T00:00:00Z,2020,49-949,XXRP,Q2,0
9,2020-02-27T00:00:00Z,2020,49-949,XXRP,Q3,0
9,2020-02-27T00:00:00Z,2020,49-949,XXRP,Q4,0
7,2020-02-28T00:00:00Z,2020,32-732,XXRP,Q1,7280.21
7,2020-02-28T00:00:00Z,2020,32-732,XXRP,Q2,7367.73
7,2020-02-28T00:00:00Z,2020,32-732,XXRP,Q3,10170.37
7,2020-02-28T00:00:00Z,2020,32-732,XXRP,Q4,7286.7
16,2020-02-28T00:00:00Z,2020,24-1624,XYYF,Q1,1761.02
16,2020-02-28T00:00:00Z,2020,24-1624,XYYF,Q2,2571.96
16,2020-02-28T00:00:00Z,2020,24-1624,XYYF,Q3,2587.65
16,2020-02-28T00:00:00Z,2020,24-1624,XYYF,Q4,2589.84
35,2020-02-28T00:00:00Z,2020,8-358,XYYF,Q1,27545.38
35,2020-02-28T00:00:00Z,2020,8-358,XYYF,Q2,23102.97
35,2020-02-28T00:00:00Z,2020,8-358,XYYF,Q3,26446.91
35,2020-02-28T00:00:00Z,2020,8-358,XYYF,Q4,20617.98
35,2020-02-29T00:00:00Z,2020,5-355,XYYF,Q1,36414.63
35,2020-02-29T00:00:00Z,2020,5-355,XYYF,Q2,46031.03
35,2020-02-29T00:00:00Z,2020,5-355,XYYF,Q3,43598.42
35,2020-02-29T00:00:00Z,2020,5-355,XYYF,Q4,27726.61
7,2020-03-01T00:00:00Z,2020,33-733,XXRP,Q1,2071.22
7,2020-03-01T00:00:00Z,2020,33-733,XXRP,Q2,1970.26
7,2020-03-01T00:00:00Z,2020,33-733,XXRP,Q3,2164.4
7,2020-03-01T00:00:00Z,2020,33-733,XXRP,Q4,1746.46
10,2020-03-02T00:00:00Z,2020,41-1041,XXRP,Q1,4511.33
10,2020-03-02T00:00:00Z,2020,41-1041,XXRP,Q2,4009.78
10,2020-03-02T00:00:00Z,2020,41-1041,XXRP,Q3,3329.42
10,2020-03-02T00:00:00Z,2020,41-1041,XXRP,Q4,3444.13
6,2020-03-03T00:00:00Z,2020,11-611,XYYF,Q1,21103.95
6,2020-03-03T00:00:00Z,2020,11-611,XYYF,Q2,18187.42
6,2020-03-03T00:00:00Z,2020,11-611,XYYF,Q3,16198.86
6,2020-03-03T00:00:00Z,2020,11-611,XYYF,Q4,15893.79
26,2020-03-03T00:00:00Z,2020,33-2633,XXRP,Q1,2398.79
26,2020-03-03T00:00:00Z,2020,33-2633,XXRP,Q2,2948.58
26,2020-03-03T00:00:00Z,2020,33-2633,XXRP,Q3,2900.5
26,2020-03-03T00:00:00Z,2020,33-2633,XXRP,Q4,2274.13
37,2020-03-04T00:00:00Z,2020,46-3746,XXRP,Q1,8651.24
37,2020-03-04T00:00:00Z,2020,46-3746,XXRP,Q2,7606.96
37,2020-03-04T00:00:00Z,2020,46-3746,XXRP,Q3,9072.34
37,2020-03-04T00:00:00Z,2020,46-3746,XXRP,Q4,8472.03
40,2020-03-04T00:00:00Z,2020,29-4029,XXRP,Q1,3179.03
40,2020-03-04T00:00:00Z,2020,29-4029,XXRP,Q2,3249.12
40,2020-03-04T00:00:00Z,2020,29-4029,XXRP,Q3,3419.25
40,2020-03-04T00:00:00Z,2020,29-4029,XXRP,Q4,3116.99
17,2020-03-05T00:00:00Z,2020,10-1710,XYYF,Q1,12323.85
17,2020-03-05T00:00:00Z,2020,10-1710,XYYF,Q2,11814.74
17,2020-03-05T00:00:00Z,2020,10-1710,XYYF,Q3,11700.91
17,2020-03-05T00:00:00Z,2020,10-1710,XYYF,Q4,11054
23,2020-03-05T00:00:00Z,2020,18-2318,XYYF,Q1,4276
23,2020-03-05T00:00:00Z,2020,18-2318,XYYF,Q2,14374.27
23,2020-03-05T00:00:00Z,2020,18-2318,XYYF,Q3,6333.17
23,2020-03-05T00:00:00Z,2020,18-2318,XYYF,Q4,958.31
25,2020-03-05T00:00:00Z,2020,41-2541,XXRP,Q1,435.76
25,2020-03-05T00:00:00Z,2020,41-2541,XXRP,Q2,823.92
25,2020-03-05T00:00:00Z,2020,41-2541,XXRP,Q3,944.76
25,2020-03-05T00:00:00Z,2020,41-2541,XXRP,Q4,385.76
16,2020-03-06T00:00:00Z,2020,17-1617,XYYF,Q1,6867.96
16,2020-03-06T00:00:00Z,2020,17-1617,XYYF,Q2,7702.94
16,2020-03-06T00:00:00Z,2020,17-1617,XYYF,Q3,5998.22
16,2020-03-06T00:00:00Z,2020,17-1617,XYYF,Q4,7548.17
8,2020-03-07T00:00:00Z,2020,16-816,XYYF,Q1,2955.93
8,2020-03-07T00:00:00Z,2020,16-816,XYYF,Q2,4953.25
8,2020-03-07T00:00:00Z,2020,16-816,XYYF,Q3,5911.55
8,2020-03-07T00:00:00Z,2020,16-816,XYYF,Q4,5946.21
14,2020-03-07T00:00:00Z,2020,29-1429,XXRP,Q1,10006.94
14,2020-03-07T00:00:00Z,2020,29-1429,XXRP,Q2,8509.5
14,2020-03-07T00:00:00Z,2020,29-1429,XXRP,Q3,11378.91
14,2020-03-07T00:00:00Z,2020,29-1429,XXRP,Q4,9606.56
17,2020-03-07T00:00:00Z,2020,37-1787,XXRP,Q1,7904.69
17,2020-03-07T00:00:00Z,2020,37-1787,XXRP,Q2,7208.8
17,2020-03-07T00:00:00Z,2020,37-1787,XXRP,Q3,7614.72
17,2020-03-07T00:00:00Z,2020,37-1787,XXRP,Q4,7075.34
40,2020-03-07T00:00:00Z,2020,16-4016,XYYF,Q1,3263.97
40,2020-03-07T00:00:00Z,2020,16-4016,XYYF,Q2,3334.55
40,2020-03-07T00:00:00Z,2020,16-4016,XYYF,Q3,4421.52
40,2020-03-07T00:00:00Z,2020,16-4016,XYYF,Q4,4232.67
36,2020-03-09T00:00:00Z,2020,33-3633,XXRP,Q1,7
36,2020-03-09T00:00:00Z,2020,33-3633,XXRP,Q2,0
36,2020-03-09T00:00:00Z,2020,33-3633,XXRP,Q3,0
36,2020-03-09T00:00:00Z,2020,33-3633,XXRP,Q4,0
2,2020-03-10T00:00:00Z,2020,1-21,XYYF,Q1,35034.06
2,2020-03-10T00:00:00Z,2020,1-21,XYYF,Q2,60483.7
2,2020-03-10T00:00:00Z,2020,1-21,XYYF,Q3,58221.52
2,2020-03-10T00:00:00Z,2020,1-21,XYYF,Q4,25962.32
35,2020-03-10T00:00:00Z,2020,2-352,XYYF,Q1,57523.15
35,2020-03-10T00:00:00Z,2020,2-352,XYYF,Q2,49657.69
35,2020-03-10T00:00:00Z,2020,2-352,XYYF,Q3,58388.44
35,2020-03-10T00:00:00Z,2020,2-352,XYYF,Q4,48306.46
39,2020-03-10T00:00:00Z,2020,24-3924,XYYF,Q1,4099.29
39,2020-03-10T00:00:00Z,2020,24-3924,XYYF,Q2,3722.11
39,2020-03-10T00:00:00Z,2020,24-3924,XYYF,Q3,4384.02
39,2020-03-10T00:00:00Z,2020,24-3924,XYYF,Q4,4036.56
12,2020-03-11T00:00:00Z,2020,12-1212,XYYF,Q1,5711.57
12,2020-03-11T00:00:00Z,2020,12-1212,XYYF,Q2,5427.79
12,2020-03-11T00:00:00Z,2020,12-1212,XYYF,Q3,5451.57
12,2020-03-11T00:00:00Z,2020,12-1212,XYYF,Q4,6262.36
8,2020-03-12T00:00:00Z,2020,17-817,XYYF,Q1,9477.43
8,2020-03-12T00:00:00Z,2020,17-817,XYYF,Q2,8944.63
8,2020-03-12T00:00:00Z,2020,17-817,XYYF,Q3,9069.14
8,2020-03-12T00:00:00Z,2020,17-817,XYYF,Q4,8974.79
14,2020-03-12T00:00:00Z,2020,7-147,XYYF,Q1,34413.92
14,2020-03-12T00:00:00Z,2020,7-147,XYYF,Q2,28485.69
14,2020-03-12T00:00:00Z,2020,7-147,XYYF,Q3,39254.24
14,2020-03-12T00:00:00Z,2020,7-147,XYYF,Q4,30429.39
21,2020-03-13T00:00:00Z,2020,21-2121,XYYF,Q1,3188.76
21,2020-03-13T00:00:00Z,2020,21-2121,XYYF,Q2,3567.59
21,2020-03-13T00:00:00Z,2020,21-2121,XYYF,Q3,3408.27
21,2020-03-13T00:00:00Z,2020,21-2121,XYYF,Q4,3162.25
38,2020-03-14T00:00:00Z,2020,45-3895,XXRP,Q1,38851.26
38,2020-03-14T00:00:00Z,2020,45-3895,XXRP,Q2,37094.57
38,2020-03-14T00:00:00Z,2020,45-3895,XXRP,Q3,34571.8
38,2020-03-14T00:00:00Z,2020,45-3895,XXRP,Q4,35140.62
35,2020-03-17T00:00:00Z,2020,4-354,XYYF,Q1,26323.15
35,2020-03-17T00:00:00Z,2020,4-354,XYYF,Q2,22103.33
35,2020-03-17T00:00:00Z,2020,4-354,XYYF,Q3,26684.51
35,2020-03-17T00:00:00Z,2020,4-354,XYYF,Q4,21240.59
11,2020-03-18T00:00:00Z,2020,8-118,XYYF,Q1,39125.8
11,2020-03-18T00:00:00Z,2020,8-118,XYYF,Q2,35077.05
11,2020-03-18T00:00:00Z,2020,8-118,XYYF,Q3,34649.15
11,2020-03-18T00:00:00Z,2020,8-118,XYYF,Q4,34842.56
1,2020-03-19T00:00:00Z,2020,17-117,XYYF,Q1,13223.76
1,2020-03-19T00:00:00Z,2020,17-117,XYYF,Q2,13403.66
1,2020-03-19T00:00:00Z,2020,17-117,XYYF,Q3,13485.61
1,2020-03-19T00:00:00Z,2020,17-117,XYYF,Q4,10667.06
26,2020-03-19T00:00:00Z,2020,30-2630,XXRP,Q1,2384.82
26,2020-03-19T00:00:00Z,2020,30-2630,XXRP,Q2,2437.12
26,2020-03-19T00:00:00Z,2020,30-2630,XXRP,Q3,2411.38
26,2020-03-19T00:00:00Z,2020,30-2630,XXRP,Q4,2963.75
29,2020-03-19T00:00:00Z,2020,3-293,XYYF,Q1,7669.53
29,2020-03-19T00:00:00Z,2020,3-293,XYYF,Q2,6270.87
29,2020-03-19T00:00:00Z,2020,3-293,XYYF,Q3,5090.55
29,2020-03-19T00:00:00Z,2020,3-293,XYYF,Q4,5646.02
9,2020-03-20T00:00:00Z,2020,20-920,XYYF,Q1,2132.74
9,2020-03-20T00:00:00Z,2020,20-920,XYYF,Q2,2349
9,2020-03-20T00:00:00Z,2020,20-920,XYYF,Q3,2669.99
9,2020-03-20T00:00:00Z,2020,20-920,XYYF,Q4,3425.55
29,2020-03-20T00:00:00Z,2020,10-2910,XYYF,Q1,7550.67
29,2020-03-20T00:00:00Z,2020,10-2910,XYYF,Q2,8608.86
29,2020-03-20T00:00:00Z,2020,10-2910,XYYF,Q3,8764.93
29,2020-03-20T00:00:00Z,2020,10-2910,XYYF,Q4,10057.52
1,2020-03-21T00:00:00Z,2020,8-18,XYYF,Q1,40129.01
1,2020-03-21T00:00:00Z,2020,8-18,XYYF,Q2,37334.83
1,2020-03-21T00:00:00Z,2020,8-18,XYYF,Q3,38717.6
1,2020-03-21T00:00:00Z,2020,8-18,XYYF,Q4,35318.2
2,2020-03-21T00:00:00Z,2020,13-213,XYYF,Q1,53319.96
2,2020-03-21T00:00:00Z,2020,13-213,XYYF,Q2,47186.1
2,2020-03-21T00:00:00Z,2020,13-213,XYYF,Q3,51947.05
2,2020-03-21T00:00:00Z,2020,13-213,XYYF,Q4,50308
12,2020-03-21T00:00:00Z,2020,37-1287,XXRP,Q1,13947.68
12,2020-03-21T00:00:00Z,2020,37-1287,XXRP,Q2,12497.2
12,2020-03-21T00:00:00Z,2020,37-1287,XXRP,Q3,10103.34
12,2020-03-21T00:00:00Z,2020,37-1287,XXRP,Q4,11865.7
15,2020-03-21T00:00:00Z,2020,9-159,XYYF,Q1,8757.41
15,2020-03-21T00:00:00Z,2020,9-159,XYYF,Q2,9295.52
15,2020-03-21T00:00:00Z,2020,9-159,XYYF,Q3,10889.09
15,2020-03-21T00:00:00Z,2020,9-159,XYYF,Q4,8456.52
2,2020-03-22T00:00:00Z,2020,30-230,XXRP,Q1,6916
2,2020-03-22T00:00:00Z,2020,30-230,XXRP,Q2,6753
2,2020-03-22T00:00:00Z,2020,30-230,XXRP,Q3,7222.46
2,2020-03-22T00:00:00Z,2020,30-230,XXRP,Q4,5990.5
29,2020-03-23T00:00:00Z,2020,22-2922,XYYF,Q1,8094.59
29,2020-03-23T00:00:00Z,2020,22-2922,XYYF,Q2,8493.22
29,2020-03-23T00:00:00Z,2020,22-2922,XYYF,Q3,9316.19
29,2020-03-23T00:00:00Z,2020,22-2922,XYYF,Q4,7848.89
33,2020-03-23T00:00:00Z,2020,20-3320,XYYF,Q1,0
33,2020-03-23T00:00:00Z,2020,20-3320,XYYF,Q2,0
33,2020-03-23T00:00:00Z,2020,20-3320,XYYF,Q3,0
33,2020-03-23T00:00:00Z,2020,20-3320,XYYF,Q4,0
38,2020-03-23T00:00:00Z,2020,4-384,XYYF,Q1,9527.93
38,2020-03-23T00:00:00Z,2020,4-384,XYYF,Q2,9259.81
38,2020-03-23T00:00:00Z,2020,4-384,XYYF,Q3,8998.43
38,2020-03-23T00:00:00Z,2020,4-384,XYYF,Q4,9680.62
33,2020-03-24T00:00:00Z,2020,7-337,XYYF,Q1,198.41
33,2020-03-24T00:00:00Z,2020,7-337,XYYF,Q2,152.5
33,2020-03-24T00:00:00Z,2020,7-337,XYYF,Q3,259.47
33,2020-03-24T00:00:00Z,2020,7-337,XYYF,Q4,254.5
2,2020-03-25T00:00:00Z,2020,29-229,XXRP,Q1,10322.43
2,2020-03-25T00:00:00Z,2020,29-229,XXRP,Q2,10985.98
2,2020-03-25T00:00:00Z,2020,29-229,XXRP,Q3,11228.01
2,2020-03-25T00:00:00Z,2020,29-229,XXRP,Q4,8270.12
14,2020-03-25T00:00:00Z,2020,25-1425,XYYF,Q1,19648.5
14,2020-03-25T00:00:00Z,2020,25-1425,XYYF,Q2,16709
14,2020-03-25T00:00:00Z,2020,25-1425,XYYF,Q3,14324.75
14,2020-03-25T00:00:00Z,2020,25-1425,XYYF,Q4,11435.5
25,2020-03-26T00:00:00Z,2020,33-2533,XXRP,Q1,3519.35
25,2020-03-26T00:00:00Z,2020,33-2533,XXRP,Q2,1842.83
25,2020-03-26T00:00:00Z,2020,33-2533,XXRP,Q3,3027.38
25,2020-03-26T00:00:00Z,2020,33-2533,XXRP,Q4,2133.1
29,2020-03-26T00:00:00Z,2020,36-2936,XXRP,Q1,153
29,2020-03-26T00:00:00Z,2020,36-2936,XXRP,Q2,659
29,2020-03-26T00:00:00Z,2020,36-2936,XXRP,Q3,567
29,2020-03-26T00:00:00Z,2020,36-2936,XXRP,Q4,592.5
33,2020-03-26T00:00:00Z,2020,30-3380,XXRP,Q1,10203.03
33,2020-03-26T00:00:00Z,2020,30-3380,XXRP,Q2,10283.88
33,2020-03-26T00:00:00Z,2020,30-3380,XXRP,Q3,10457.16
33,2020-03-26T00:00:00Z,2020,30-3380,XXRP,Q4,10499.17
31,2020-03-28T00:00:00Z,2020,17-3117,XYYF,Q1,10034.55
31,2020-03-28T00:00:00Z,2020,17-3117,XYYF,Q2,12132.26
31,2020-03-28T00:00:00Z,2020,17-3117,XYYF,Q3,11747.76
31,2020-03-28T00:00:00Z,2020,17-3117,XYYF,Q4,12094.52
20,2020-03-29T00:00:00Z,2020,14-2014,XYYF,Q1,31194.85
20,2020-03-29T00:00:00Z,2020,14-2014,XYYF,Q2,23168.73
20,2020-03-29T00:00:00Z,2020,14-2014,XYYF,Q3,27348.55
20,2020-03-29T00:00:00Z,2020,14-2014,XYYF,Q4,25144.31
28,2020-03-29T00:00:00Z,2020,48-2898,XXRP,Q1,13768.1
28,2020-03-29T00:00:00Z,2020,48-2898,XXRP,Q2,19100.04
28,2020-03-29T00:00:00Z,2020,48-2898,XXRP,Q3,13032.92
28,2020-03-29T00:00:00Z,2020,48-2898,XXRP,Q4,12417.63
21,2020-03-30T00:00:00Z,2020,7-217,XYYF,Q1,15240.4
21,2020-03-30T00:00:00Z,2020,7-217,XYYF,Q2,17015.85
21,2020-03-30T00:00:00Z,2020,7-217,XYYF,Q3,17624.13
21,2020-03-30T00:00:00Z,2020,7-217,XYYF,Q4,17211.88
26,2020-03-31T00:00:00Z,2020,7-267,XYYF,Q1,13121.67
26,2020-03-31T00:00:00Z,2020,7-267,XYYF,Q2,12302.88
26,2020-03-31T00:00:00Z,2020,7-267,XYYF,Q3,13624.4
26,2020-03-31T00:00:00Z,2020,7-267,XYYF,Q4,12263.36
9,2020-04-01T00:00:00Z,2020,2-92,XYYF,Q1,24917.84
9,2020-04-01T00:00:00Z,2020,2-92,XYYF,Q2,22488.29
9,2020-04-01T00:00:00Z,2020,2-92,XYYF,Q3,22173.92
9,2020-04-01T00:00:00Z,2020,2-92,XYYF,Q4,22311.77
24,2020-04-01T00:00:00Z,2020,37-2437,XXRP,Q1,2873.76
24,2020-04-01T00:00:00Z,2020,37-2437,XXRP,Q2,3125.13
24,2020-04-01T00:00:00Z,2020,37-2437,XXRP,Q3,2934.75
24,2020-04-01T00:00:00Z,2020,37-2437,XXRP,Q4,3375.11
24,2020-04-01T00:00:00Z,2020,24-2424,XYYF,Q1,5056.9
24,2020-04-01T00:00:00Z,2020,24-2424,XYYF,Q2,5842.79
24,2020-04-01T00:00:00Z,2020,24-2424,XYYF,Q3,5448.5
24,2020-04-01T00:00:00Z,2020,24-2424,XYYF,Q4,4307.38
23,2020-04-02T00:00:00Z,2020,29-2329,XXRP,Q1,9633.78
23,2020-04-02T00:00:00Z,2020,29-2329,XXRP,Q2,12286.49
23,2020-04-02T00:00:00Z,2020,29-2329,XXRP,Q3,12027.78
23,2020-04-02T00:00:00Z,2020,29-2329,XXRP,Q4,9705.4
6,2020-04-04T00:00:00Z,2020,38-638,XXRP,Q1,100213.47
6,2020-04-04T00:00:00Z,2020,38-638,XXRP,Q2,101825.18
6,2020-04-04T00:00:00Z,2020,38-638,XXRP,Q3,103021.56
6,2020-04-04T00:00:00Z,2020,38-638,XXRP,Q4,99082.28
24,2020-04-04T00:00:00Z,2020,35-2435,XXRP,Q1,2363.81
24,2020-04-04T00:00:00Z,2020,35-2435,XXRP,Q2,2250
24,2020-04-04T00:00:00Z,2020,35-2435,XXRP,Q3,2319
24,2020-04-04T00:00:00Z,2020,35-2435,XXRP,Q4,1729.5
37,2020-04-04T00:00:00Z,2020,44-3744,XXRP,Q1,0
37,2020-04-04T00:00:00Z,2020,44-3744,XXRP,Q2,0
37,2020-04-04T00:00:00Z,2020,44-3744,XXRP,Q3,0
37,2020-04-04T00:00:00Z,2020,44-3744,XXRP,Q4,0
28,2020-04-08T00:00:00Z,2020,30-2830,XXRP,Q1,6254.44
28,2020-04-08T00:00:00Z,2020,30-2830,XXRP,Q2,6366.13
28,2020-04-08T00:00:00Z,2020,30-2830,XXRP,Q3,5974.88
28,2020-04-08T00:00:00Z,2020,30-2830,XXRP,Q4,5441.5
33,2020-04-08T00:00:00Z,2020,37-3387,XXRP,Q1,129.38
33,2020-04-08T00:00:00Z,2020,37-3387,XXRP,Q2,104.5
33,2020-04-08T00:00:00Z,2020,37-3387,XXRP,Q3,29.88
33,2020-04-08T00:00:00Z,2020,37-3387,XXRP,Q4,124.44
38,2020-04-10T00:00:00Z,2020,40-3840,XXRP,Q1,15013.4
38,2020-04-10T00:00:00Z,2020,40-3840,XXRP,Q2,16413.95
38,2020-04-10T00:00:00Z,2020,40-3840,XXRP,Q3,16383.76
38,2020-04-10T00:00:00Z,2020,40-3840,XXRP,Q4,16911.48
11,2020-04-12T00:00:00Z,2020,29-1129,XXRP,Q1,13470.53
